,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
135,135,3.0,0.6022,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['thread', 'misinformation', 'tiktok', 'recently', 'video', 'claim', 'nepal', 'government', 'impose', 'lockdown']"
136,136,1.0,0.8734,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['covid', 'theorising', 'truly', 'distort', 'left', 'way', 'think', 'ever', 'recover', 'inability', 'critique', 'state', 'excess', 'intrusion', 'recognise', 'public', 'health', 'care', 'threat', 'show', 'lack', 'political', 'sophistication']"
137,137,0.0,0.5598,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['visit', 'fb', 'memory', 'today', 'remind', 'horrible', 'experience', 'covid', 'lockdown', 'thank', 'alive']"
138,138,0.0,0.8024,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['covid', 'lockdown']"
139,139,3.0,0.6022,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['thread', 'misinformation', 'tiktok', 'recently', 'video', 'claim', 'nepal', 'government', 'impose', 'lockdown']"
140,140,0.0,0.3995,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['hero', 'start', 'feed', 'stray', 'dog', 'covid', 'lockdown', 'hasn', 'stop', 'since', 'then', 'write', 'anushka', 'straydog']"
141,141,1.0,0.6978,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['clip', 'feature', 'discuss', 'number', 'covid', 'case', 'nepal', 'read', 'fact', 'check']"
142,142,1.0,0.3928,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['leave', 'important', 'point', 'variant', 'see', 'none', 'want', 'lockdown', 'freedom', 've', 'suffer', 've', 'also', 'look', 'back', 'original', 'press', 'release', 'say', 'effective', 'covid', 'issue', 'misunderstood']"
143,143,3.0,0.6571,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['thread', 'misinformation', 'tiktok', 'recently', 'video', 'claim', 'nepal', 'government', 'impose', 'lockdown', 'covid', 'go', 'viral', 'tiktok', 'however', 'claim', 'false', 'misleading', 'nepalcheck']"
144,144,1.0,0.9222,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['covid', 'lockdown', 'result', 'abrupt_unprecedented', 'social_isolation', 'brains_react', 'isolation']"
145,145,3.0,0.7792,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['wasn', 've', 'mental_health', 'crisis', 'pandemic', 'stay', 'home_order']"
146,146,3.0,0.7792,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['wasn', 've', 'mental_health', 'crisis', 'pandemic', 'stay', 'home_order']"
147,147,1.0,0.7598,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['skinner', 'stop', 'start_attitude', 'education', 'led_school', 'shut_due', 'covid']"
148,148,2.0,0.6618,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['week', 'mark', 'year', 'national', 'day', 'reflection', 'thursday_visite']"
149,149,3.0,0.7792,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['wasn', 've', 'mental_health', 'crisis', 'pandemic', 'stay', 'home_order']"
150,150,0.0,0.5484,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['support', 'climatehoax', 'sign']"
151,151,3.0,0.7792,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['wasn', 've', 'mental_health', 'crisis', 'pandemic', 'stay', 'home_order']"
152,152,2.0,0.8744,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['rt', 'perhaps_another', 'lesson', 'covid', 'trust', 'people', 'make', 'career_work', 'respond', 'health']"
153,153,1.0,0.512,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['get', 'minute', 'foi', 'vote', 'unanimous', 'vote', 'lockdown', 'promote', 'acdp', 'meeting', 'minute']"
154,154,1.0,0.6139,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['remember', 'block', 'discussion', 'covid', 'bw', 'warning', 'impend', 'extended', 'lockdown', 'mandate', 'pepperidge', 'farm', 'remember', 'ridicule', 'patrick', 'as', 'well', 'fake', 'always', 'never', 'apologise', 'acknowledge', 'mistake']"
155,155,0.0,0.5484,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['support', 'climatehoax', 'sign']"
156,156,3.0,0.7792,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['wasn', 've', 'mental_health', 'crisis', 'pandemic', 'stay', 'home_order']"
157,157,0.0,0.5485,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['support', 'climatehoax', 'sign']"
158,158,2.0,0.6618,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['week', 'mark', 'year', 'national', 'day', 'reflection', 'thursday_visite']"
159,159,1.0,0.7598,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['skinner', 'stop', 'start_attitude', 'education', 'led_school', 'shut_due', 'covid']"
160,160,3.0,0.7792,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['wasn', 've', 'mental_health', 'crisis', 'pandemic', 'stay', 'home_order']"
161,161,3.0,0.7792,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['wasn', 've', 'mental_health', 'crisis', 'pandemic', 'stay', 'home_order']"
162,162,3.0,0.7792,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['wasn', 've', 'mental_health', 'crisis', 'pandemic', 'stay', 'home_order']"
163,163,3.0,0.7792,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['wasn', 've', 'mental_health', 'crisis', 'pandemic', 'stay', 'home_order']"
164,164,1.0,0.7597,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['skinner', 'stop', 'start_attitude', 'education', 'led_school', 'shut_due', 'covid']"
165,165,2.0,0.6618,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['week', 'mark', 'year', 'national', 'day', 'reflection', 'thursday_visite']"
166,166,3.0,0.7792,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['wasn', 've', 'mental_health', 'crisis', 'pandemic', 'stay', 'home_order']"
167,167,3.0,0.4183,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['inspiration', 'thank', 'share', 'adventure', 'always', 'light', 'memory', 'covid', 'lockdown', 'year', 'thank']"
168,168,3.0,0.7792,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['wasn', 've', 'mental_health', 'crisis', 'pandemic', 'stay', 'home_order']"
169,169,1.0,0.5369,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['refer', 'covid', 'weren', 'here', 'here', 'refresher', 'strict', 'covid', 'lockdown', 'mass', 'corruption', 'occur', 'america']"
170,170,1.0,0.7598,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['skinner', 'stop', 'start_attitude', 'education', 'led_school', 'shut_due', 'covid']"
171,171,2.0,0.5922,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['appreciation', 'get', 'darkest', 'day']"
172,172,3.0,0.7792,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['wasn', 've', 'mental_health', 'crisis', 'pandemic', 'stay', 'home_order']"
173,173,3.0,0.7792,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['wasn', 've', 'mental_health', 'crisis', 'pandemic', 'stay', 'home_order']"
174,174,3.0,0.5714,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['wasn', 've', 'mental_health', 'crisis', 'pandemic', 'stay', 'home_order', 'tiktok', 'just', 'emotional', 'support', 'need', 'survive', 'stressful', 'lockdown', 'day', 'covid', 'ban', 'doctor', 'tiktok']"
175,175,1.0,0.7597,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['skinner', 'stop', 'start_attitude', 'education', 'led_school', 'shut_due', 'covid']"
176,176,2.0,0.4086,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['appreciation', 'get', 'darkest', 'day', 'life', 'covid', 'lockdown', 'day']"
177,177,0.0,0.9375,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['trump', 'release', 'statement', 'blast', 'say', 'big', 'lockdown', 'governor']"
178,178,2.0,0.6618,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['week', 'mark', 'year', 'national', 'day', 'reflection', 'thursday_visite']"
179,179,2.0,0.6618,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['week', 'mark', 'year', 'national', 'day', 'reflection', 'thursday_visite']"
180,180,1.0,0.7598,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['skinner', 'stop', 'start_attitude', 'education', 'led_school', 'shut_due', 'covid']"
181,181,2.0,0.5215,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['re', 'mark', 'yrs', 'today', 'covid', 'lockdown', 'random', 'rtn', 'pic', 'time', 'local', 'cyc']"
182,182,0.0,0.9191,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['say', 'greatly_satisfie', 'year', 'first', 'lockdown', 'had_negative']"
183,183,1.0,0.7906,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['chief', 'staff', 'defence', 'force', 'say', 'event', 'take', 'place', 'covid', 'lockdown']"
184,184,1.0,0.8822,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['chief', 'staff', 'defence', 'force', 'say', 'event', 'take', 'place', 'covid', 'lockdown', 'female', 'officer', 'allege', 'physically', 'sexually', 'assaulted', 'ill', 'advise', 'inappropriate']"
185,185,1.0,0.7597,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['skinner', 'stop', 'start_attitude', 'education', 'led_school', 'shut_due', 'covid']"
186,186,2.0,0.7945,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['personally', 'proud', 'effort', 'make', 'society', 'fight', 'covid', 'lockdown', 'come']"
187,187,1.0,0.6574,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['many', 'dad', 'build', 'die', 'covid', 'lockdown', 'cause', 'travel', 'treatment', 'politician', 'refuse', 'learn', 'covid', 'lockdown', 'problem', 'even', 'hospital', 'abroad', 'never', 'cure']"
188,188,2.0,0.6618,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['week', 'mark', 'year', 'national', 'day', 'reflection', 'thursday_visite']"
189,189,0.0,0.8317,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['confirm', 'say', 'other', 'day', 'early', 'lockdown', 'save', 'life', 'potentially', 'short']"
190,190,1.0,0.7598,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['skinner', 'stop', 'start_attitude', 'education', 'led_school', 'shut_due', 'covid']"
191,191,3.0,0.606,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['false', 'claim', 'spring', 'deeply', 'unpopular', 'cause', 'more', 'death', 'covid', 'month', 'lock']"
192,192,1.0,0.9444,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['covid', 'politician', 'need', 'answer', 'question', 'virus', 'ever', 'get', 'feeling', 'cheat']"
193,193,1.0,0.9312,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['another_skill', 'got_out', 'covid', 'lockdown', 'making_scented', 'candles_might', 'start_selle', 'house_smell']"
194,194,1.0,0.7088,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['demographer', 'believe', 'recent', 'birth', 'decline', 'statistical', 'anomaly', 'bring', 'draconian', 'covid', 'lockdown', 'policy', 'underscore', 'long', 'stand', 'fear', 'nation', 'future']"
195,195,3.0,0.3524,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['covid', 'lockdown', 'protest', 'spread', 'more', 'chinese', 'city']"
196,196,2.0,0.6822,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['covid', 'lockdown', 'blue', 'covid', 'lockdown', 'blue', 'covid', 'lockdown', 'blue', 'glaring', 'daylight']"
197,197,1.0,0.9312,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['another_skill', 'got_out', 'covid', 'lockdown', 'making_scented', 'candles_might', 'start_selle', 'house_smell']"
198,198,1.0,0.7597,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['skinner', 'stop', 'start_attitude', 'education', 'led_school', 'shut_due', 'covid']"
199,199,1.0,0.7597,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['skinner', 'stop', 'start_attitude', 'education', 'led_school', 'shut_due', 'covid']"
200,200,0.0,0.9492,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'third', 'anniversary', 'covid', 'lockdown', 'acknowledge', 'dedicated_railway', 'colleague', 'kept_service']"
201,201,1.0,0.527,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['usforthem_arabella', 'skinner', 'stop', 'start_attitude', 'education', 'led_school', 'shut_due', 'covid', 'consequence', 'lockdown', 'now', 'seem', 'acceptable', 'shut', 'school', 'first', 'response', 'issue']"
202,202,2.0,0.6242,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['week', 'mark', 'year', 'national', 'day', 'reflection', 'thursday_visite', 'thought', 'suffer', 'lose', 'loved_one', 'covid', 'pandemic']"
203,203,2.0,0.6278,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['measure', 'outline', 'official', 'covid', 'elimination', 'strategy', 'document', 'physical', 'distancing', 'wide']"
204,204,0.0,0.5236,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['lockdown', 'covid', 'even', 'gaal', 'win', 'real', 'thing', 'finish', 'joint', 'yet', 'still', 'sack', 'next', 'morning', 'real', 'club', 'market', 'club']"
205,205,2.0,0.5138,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['man', 'own', 'group', 'only', 'man', 'donate', 'state', 'covid', 'lockdown', 'people', 'scamme', 'people', 'anyhow', 'fake', 'supply']"
206,206,2.0,0.6035,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['national', 'day', 'reflection', 'third', 'anniversary', 'first', 'lockdown', 'want', 'recognise', 'extraordinary_effort']"
207,207,3.0,0.7995,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['remember', 'indian_new', 'country', 'went_into', 'nationwide', 'lockdown', 'combat', 'spread']"
208,208,1.0,0.7219,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['here', 'go', 'welcome', 'corporate', 'globalist', 'technocracy', 'lockdown', 'crowd', 'amp', 'tell', 'elect', 'politician', 'sa']"
209,209,0.0,0.8001,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'vaccination', 'amp', 'year', 'mask', 'lockdown', 'educate', 'person', 'still', 'endorse', 'either']"
210,210,0.0,0.6674,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['few', 'pop', 'around', 'here', 'covid', 'lockdown', 'great', 'community', 'idea']"
211,211,2.0,0.6035,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['national', 'day', 'reflection', 'third', 'anniversary', 'first', 'lockdown', 'want', 'recognise', 'extraordinary_effort']"
